Buy/Sell,Instrument,CALL/PUT,Price in BTC,Price in $,Volatility,Amount BTC traded,Amount BTC 2,Theo profit,Mark Price,Prix actuel BTC,Date,Asset,Maturity,Strike,Type,Deribit_Instrument,Bid,Ask,is_active
sell,BTC-25APR25-118000-C,CALL,0.0035,295.31,0.5660000000000001,0.1,0.1,0.0,0.0036,84374.44,"15 Mar 2025, 21:29:58",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
sell,BTC-25APR25-102000-C,CALL,0.0145,1223.6,0.529,1.0,1.0,0.0,0.0145,84386.31,"15 Mar 2025, 21:05:38",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-100000-C,CALL,0.0174,1468.32,0.525,1.0,1.0,0.0001,0.0175,84386.31,"15 Mar 2025, 21:05:38",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
buy,BTC-25APR25-74000-P,PUT,0.0221,1864.94,0.542,1.0,1.0,0.0,0.0221,84386.31,"15 Mar 2025, 21:05:38",BTC,2025-04-25,74000.0,P,BTC-25APR25-74000-P,0.0415,0.043,True
sell,BTC-25APR25-70000-P,PUT,0.014,1181.41,0.568,1.0,1.0,0.0001,0.0139,84386.31,"15 Mar 2025, 21:05:38",BTC,2025-04-25,70000.0,P,BTC-25APR25-70000-P,0.024,0.025,True
buy,BTC-25APR25-95000-C,CALL,0.028,2363.62,0.52,0.6,0.6,0.0,0.0281,84414.86,"15 Mar 2025, 20:52:46",BTC,2025-04-25,95000.0,C,BTC-25APR25-95000-C,0.0032,0.0035,True
sell,BTC-25APR25-92000-C,CALL,0.0365,3079.7,0.517,0.1,0.1,0.0001,0.0371,84375.45,"15 Mar 2025, 20:34:25",BTC,2025-04-25,92000.0,C,BTC-25APR25-92000-C,0.005,0.0055,True
buy,BTC-25APR25-85000-C,CALL,0.068,5737.4,0.525,0.1,0.1,0.0,0.0675,84373.52,"15 Mar 2025, 20:34:12",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
sell,BTC-25APR25-108000-C,CALL,0.008,675.35,0.535,0.1,0.1,0.0,0.0084,84419.13,"15 Mar 2025, 20:29:10",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-104000-C,CALL,0.0125,1055.24,0.5379999999999999,0.1,0.1,0.0,0.012,84419.13,"15 Mar 2025, 20:29:10",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-118000-C,CALL,0.0034,287.01,0.562,0.1,0.1,0.0,0.0036,84414.45,"15 Mar 2025, 20:29:10",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
buy,BTC-25APR25-85000-C,CALL,0.068,5740.38,0.523,0.1,0.1,0.0,0.0678,84417.42,"15 Mar 2025, 20:19:41",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
sell,BTC-25APR25-85000-P,PUT,0.0705,5951.8,0.52,0.1,0.1,0.0,0.0706,84422.64,"15 Mar 2025, 20:19:24",BTC,2025-04-25,85000.0,P,BTC-25APR25-85000-P,0.13,0.135,True
buy,BTC-25APR25-114000-C,CALL,0.0048,405.3,0.552,0.1,0.1,0.0,0.005,84437.06,"15 Mar 2025, 20:07:57",BTC,2025-04-25,114000.0,C,BTC-25APR25-114000-C,0.0004,0.0006,True
buy,BTC-25APR25-115000-C,CALL,0.0044,371.43,0.5539999999999999,0.1,0.1,0.0,0.0046,84415.87,"15 Mar 2025, 20:06:26",BTC,2025-04-25,115000.0,C,BTC-25APR25-115000-C,0.0004,0.0006,True
sell,BTC-25APR25-60000-P,PUT,0.0045,379.22,0.655,0.8,0.8,0.0002,0.0047,84271.96,"15 Mar 2025, 19:51:12",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
sell,BTC-25APR25-60000-P,PUT,0.0045,379.22,0.655,4.2,4.2,0.0009,0.0047,84271.96,"15 Mar 2025, 19:51:12",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
sell,BTC-25APR25-108000-C,CALL,0.008,674.03,0.537,0.1,0.1,0.0,0.0083,84254.29,"15 Mar 2025, 19:32:32",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
sell,BTC-25APR25-118000-C,CALL,0.0035,294.78,0.5670000000000001,0.1,0.1,0.0,0.0035,84224.28,"15 Mar 2025, 19:18:32",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
sell,BTC-25APR25-104000-C,CALL,0.012,1010.2,0.536,0.1,0.1,0.0,0.012,84183.12,"15 Mar 2025, 19:09:33",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
buy,BTC-25APR25-50000-P,PUT,0.002,168.32,0.8079999999999999,0.1,0.1,0.0,0.002,84162.3,"15 Mar 2025, 19:02:22",BTC,2025-04-25,50000.0,P,BTC-25APR25-50000-P,0.0015,0.0017,True
buy,BTC-25APR25-85000-C,CALL,0.0675,5684.1,0.526,0.5,0.5,0.0003,0.0669,84208.83,"15 Mar 2025, 18:54:27",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
sell,BTC-25APR25-115000-C,CALL,0.0044,370.49,0.557,0.1,0.1,0.0,0.0045,84202.9,"15 Mar 2025, 18:51:02",BTC,2025-04-25,115000.0,C,BTC-25APR25-115000-C,0.0004,0.0006,True
sell,BTC-25APR25-114000-C,CALL,0.0048,404.18,0.555,0.1,0.1,0.0,0.0051,84203.63,"15 Mar 2025, 18:50:41",BTC,2025-04-25,114000.0,C,BTC-25APR25-114000-C,0.0004,0.0006,True
buy,BTC-25APR25-60000-P,PUT,0.0045,378.92,0.653,0.5,0.5,0.0,0.0046,84203.76,"15 Mar 2025, 18:47:39",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
buy,BTC-25APR25-85000-P,PUT,0.072,6062.95,0.52,0.3,0.3,0.0,0.0721,84207.59,"15 Mar 2025, 18:42:40",BTC,2025-04-25,85000.0,P,BTC-25APR25-85000-P,0.13,0.135,True
buy,BTC-25APR25-104000-C,CALL,0.0125,1053.2,0.541,0.1,0.1,0.0001,0.0119,84255.8,"15 Mar 2025, 18:41:44",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-108000-C,CALL,0.008,674.05,0.537,0.1,0.1,0.0,0.0083,84255.8,"15 Mar 2025, 18:41:44",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
sell,BTC-25APR25-100000-C,CALL,0.0175,1475.37,0.528,0.1,0.1,0.0,0.0174,84307.04,"15 Mar 2025, 18:36:23",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
sell,BTC-25APR25-86000-C,CALL,0.062,5228.4,0.52,0.1,0.1,0.0,0.062,84328.96,"15 Mar 2025, 18:33:43",BTC,2025-04-25,86000.0,C,BTC-25APR25-86000-C,0.0135,0.014,True
sell,BTC-25APR25-65000-P,PUT,0.0075,632.85,0.599,0.1,0.1,0.0,0.0075,84380.37,"15 Mar 2025, 18:31:55",BTC,2025-04-25,65000.0,P,BTC-25APR25-65000-P,0.0115,0.0125,True
sell,BTC-25APR25-118000-C,CALL,0.0035,295.46,0.564,0.1,0.1,0.0,0.0036,84416.81,"15 Mar 2025, 18:17:44",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
sell,BTC-25APR25-140000-C,CALL,0.001,84.46,0.652,0.5,0.5,0.0001,0.0011,84459.43,"15 Mar 2025, 18:10:07",BTC,2025-04-25,140000.0,C,BTC-25APR25-140000-C,0.0,0.0002,True
sell,BTC-25APR25-122000-C,CALL,0.0025,211.15,0.573,0.4,0.4,0.0001,0.0027,84459.2,"15 Mar 2025, 18:07:10",BTC,2025-04-25,122000.0,C,BTC-25APR25-122000-C,0.0002,0.0004,True
sell,BTC-25APR25-122000-C,CALL,0.0026,219.56,0.5770000000000001,0.1,0.1,0.0,0.0027,84446.39,"15 Mar 2025, 18:06:53",BTC,2025-04-25,122000.0,C,BTC-25APR25-122000-C,0.0002,0.0004,True
buy,BTC-25APR25-125000-C,CALL,0.0021,177.3,0.5870000000000001,0.4,0.4,0.0001,0.0022,84430.03,"15 Mar 2025, 18:05:26",BTC,2025-04-25,125000.0,C,BTC-25APR25-125000-C,0.0002,0.0003,True
sell,BTC-25APR25-125000-C,CALL,0.0021,177.3,0.5870000000000001,0.1,0.1,0.0,0.0022,84430.14,"15 Mar 2025, 18:05:26",BTC,2025-04-25,125000.0,C,BTC-25APR25-125000-C,0.0002,0.0003,True
sell,BTC-25APR25-82000-P,PUT,0.0525,4430.76,0.516,0.5,0.5,0.0003,0.0531,84395.34,"15 Mar 2025, 17:54:22",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
sell,BTC-25APR25-180000-C,CALL,0.0004,33.79,0.83,0.9,0.9,0.0,0.0004,84472.85,"15 Mar 2025, 17:28:32",BTC,2025-04-25,180000.0,C,BTC-25APR25-180000-C,0.0,0.0002,True
sell,BTC-25APR25-108000-C,CALL,0.008,675.76,0.5329999999999999,0.1,0.1,0.0,0.0085,84469.62,"15 Mar 2025, 17:27:42",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-40000-P,PUT,0.0012,101.29,1.032,0.1,0.1,0.0,0.0011,84406.98,"15 Mar 2025, 17:23:02",BTC,2025-04-25,40000.0,P,BTC-25APR25-40000-P,0.0004,0.0006,True
buy,BTC-25APR25-140000-C,CALL,0.0012,101.29,0.6679999999999999,0.1,0.1,0.0,0.0011,84407.63,"15 Mar 2025, 17:22:39",BTC,2025-04-25,140000.0,C,BTC-25APR25-140000-C,0.0,0.0002,True
buy,BTC-25APR25-80000-P,PUT,0.043,3627.5,0.52,0.1,0.1,0.0,0.0431,84360.46,"15 Mar 2025, 17:20:03",BTC,2025-04-25,80000.0,P,BTC-25APR25-80000-P,0.0825,0.0855,True
buy,BTC-25APR25-92000-C,CALL,0.0365,3079.16,0.516,0.1,0.1,0.0,0.0364,84360.42,"15 Mar 2025, 17:19:56",BTC,2025-04-25,92000.0,C,BTC-25APR25-92000-C,0.005,0.0055,True
sell,BTC-25APR25-60000-P,PUT,0.0043,363.05,0.6509999999999999,0.1,0.1,0.0,0.0044,84431.36,"15 Mar 2025, 17:16:18",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
buy,BTC-25APR25-85000-C,CALL,0.068,5740.15,0.521,3.3,3.3,0.0029,0.0671,84413.9,"15 Mar 2025, 17:15:28",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
buy,BTC-25APR25-85000-C,CALL,0.0675,5698.03,0.517,0.1,0.1,0.0,0.0671,84415.33,"15 Mar 2025, 17:15:17",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
buy,BTC-25APR25-85000-C,CALL,0.0675,5698.03,0.517,1.6,1.6,0.0006,0.0671,84415.33,"15 Mar 2025, 17:15:17",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
sell,BTC-25APR25-98000-C,CALL,0.0205,1729.53,0.516,0.4,0.4,0.0001,0.0207,84367.26,"15 Mar 2025, 17:12:14",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-118000-C,CALL,0.0035,295.06,0.5660000000000001,0.1,0.1,0.0,0.0036,84302.36,"15 Mar 2025, 17:04:54",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
buy,BTC-25APR25-70000-P,PUT,0.0135,1138.32,0.5579999999999999,0.1,0.1,0.0,0.0136,84320.34,"15 Mar 2025, 17:04:24",BTC,2025-04-25,70000.0,P,BTC-25APR25-70000-P,0.024,0.025,True
sell,BTC-25APR25-104000-C,CALL,0.012,1012.71,0.531,0.1,0.1,0.0,0.0119,84392.72,"15 Mar 2025, 17:03:15",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-104000-C,CALL,0.0115,970.49,0.524,0.1,0.1,0.0,0.0118,84390.73,"15 Mar 2025, 16:52:18",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
buy,BTC-25APR25-100000-C,CALL,0.017,1436.0,0.517,0.1,0.1,0.0,0.0171,84470.86,"15 Mar 2025, 16:48:30",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
sell,BTC-25APR25-70000-P,PUT,0.013,1097.67,0.5539999999999999,0.1,0.1,0.0,0.0134,84436.01,"15 Mar 2025, 16:47:19",BTC,2025-04-25,70000.0,P,BTC-25APR25-70000-P,0.024,0.025,True
buy,BTC-25APR25-50000-P,PUT,0.0019,160.41,0.805,0.1,0.1,0.0,0.0019,84425.49,"15 Mar 2025, 16:44:00",BTC,2025-04-25,50000.0,P,BTC-25APR25-50000-P,0.0015,0.0017,True
buy,BTC-25APR25-102000-C,CALL,0.014,1182.19,0.52,0.1,0.1,0.0,0.0141,84441.94,"15 Mar 2025, 16:41:58",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-102000-C,CALL,0.014,1182.19,0.52,0.1,0.1,0.0,0.0141,84441.94,"15 Mar 2025, 16:41:58",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-102000-C,CALL,0.014,1182.19,0.52,0.1,0.1,0.0,0.0141,84441.94,"15 Mar 2025, 16:41:58",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-98000-C,CALL,0.0205,1730.43,0.515,0.1,0.1,0.0,0.0207,84411.22,"15 Mar 2025, 16:40:21",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
sell,BTC-25APR25-78000-P,PUT,0.0345,2906.65,0.52,0.1,0.1,0.0,0.0349,84250.71,"15 Mar 2025, 16:29:16",BTC,2025-04-25,78000.0,P,BTC-25APR25-78000-P,0.0675,0.0695,True
buy,BTC-25APR25-92000-C,CALL,0.036,3032.53,0.515,0.1,0.1,0.0,0.0358,84236.95,"15 Mar 2025, 16:28:23",BTC,2025-04-25,92000.0,C,BTC-25APR25-92000-C,0.005,0.0055,True
buy,BTC-25APR25-110000-C,CALL,0.007,589.66,0.547,3.8,3.8,0.0018,0.0065,84236.95,"15 Mar 2025, 16:28:23",BTC,2025-04-25,110000.0,C,BTC-25APR25-110000-C,0.0006,0.0007,True
buy,BTC-25APR25-110000-C,CALL,0.007,589.66,0.547,0.9,0.9,0.0004,0.0065,84236.95,"15 Mar 2025, 16:28:23",BTC,2025-04-25,110000.0,C,BTC-25APR25-110000-C,0.0006,0.0007,True
buy,BTC-25APR25-110000-C,CALL,0.007,589.66,0.547,12.0,12.0,0.0057,0.0065,84236.95,"15 Mar 2025, 16:28:23",BTC,2025-04-25,110000.0,C,BTC-25APR25-110000-C,0.0006,0.0007,True
buy,BTC-25APR25-110000-C,CALL,0.0075,631.78,0.556,3.3,3.3,0.0032,0.0065,84236.95,"15 Mar 2025, 16:28:23",BTC,2025-04-25,110000.0,C,BTC-25APR25-110000-C,0.0006,0.0007,True
sell,BTC-25APR25-108000-C,CALL,0.0075,631.61,0.528,0.1,0.1,0.0,0.0079,84214.28,"15 Mar 2025, 16:27:40",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
sell,BTC-25APR25-118000-C,CALL,0.0033,277.91,0.56,0.1,0.1,0.0,0.0035,84214.28,"15 Mar 2025, 16:27:40",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
buy,BTC-25APR25-104000-C,CALL,0.0115,968.46,0.527,0.1,0.1,0.0,0.0114,84214.19,"15 Mar 2025, 16:27:39",BTC,2025-04-25,104000.0,C,BTC-25APR25-104000-C,0.0011,0.0013,True
sell,BTC-25APR25-40000-P,PUT,0.001,84.29,1.004,1.0,1.0,0.0001,0.0011,84287.16,"15 Mar 2025, 16:19:12",BTC,2025-04-25,40000.0,P,BTC-25APR25-40000-P,0.0004,0.0006,True
sell,BTC-25APR25-40000-P,PUT,0.001,84.3,1.004,2.0,2.0,0.0002,0.0011,84296.46,"15 Mar 2025, 16:19:05",BTC,2025-04-25,40000.0,P,BTC-25APR25-40000-P,0.0004,0.0006,True
sell,BTC-25APR25-40000-P,PUT,0.001,84.31,1.004,2.0,2.0,0.0002,0.0011,84307.25,"15 Mar 2025, 16:18:58",BTC,2025-04-25,40000.0,P,BTC-25APR25-40000-P,0.0004,0.0006,True
sell,BTC-25APR25-40000-P,PUT,0.001,84.31,1.004,0.1,0.1,0.0,0.0011,84314.79,"15 Mar 2025, 16:02:50",BTC,2025-04-25,40000.0,P,BTC-25APR25-40000-P,0.0004,0.0006,True
sell,BTC-25APR25-40000-P,PUT,0.001,84.33,1.004,0.1,0.1,0.0,0.0011,84328.75,"15 Mar 2025, 16:02:35",BTC,2025-04-25,40000.0,P,BTC-25APR25-40000-P,0.0004,0.0006,True
buy,BTC-25APR25-85000-C,CALL,0.067,5653.71,0.514,0.9,0.9,0.0002,0.0668,84383.73,"15 Mar 2025, 15:56:58",BTC,2025-04-25,85000.0,C,BTC-25APR25-85000-C,0.0155,0.0165,True
buy,BTC-25APR25-94000-C,CALL,0.03,2531.04,0.512,0.1,0.1,0.0,0.0299,84368.04,"15 Mar 2025, 15:54:54",BTC,2025-04-25,94000.0,C,BTC-25APR25-94000-C,0.0037,0.004,True
buy,BTC-25APR25-95000-C,CALL,0.027,2276.43,0.512,0.1,0.1,0.0,0.027,84312.12,"15 Mar 2025, 15:52:20",BTC,2025-04-25,95000.0,C,BTC-25APR25-95000-C,0.0032,0.0035,True
buy,BTC-25APR25-82000-C,CALL,0.085,7166.8,0.52,2.6,2.6,0.0016,0.0844,84315.34,"15 Mar 2025, 15:52:06",BTC,2025-04-25,82000.0,C,BTC-25APR25-82000-C,0.0245,0.0255,True
sell,BTC-25APR25-40000-P,PUT,0.001,84.38,1.005,0.1,0.1,0.0,0.0011,84379.85,"15 Mar 2025, 15:50:21",BTC,2025-04-25,40000.0,P,BTC-25APR25-40000-P,0.0004,0.0006,True
sell,BTC-25APR25-118000-C,CALL,0.0033,278.27,0.5589999999999999,0.1,0.1,0.0,0.0035,84322.92,"15 Mar 2025, 15:27:42",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
sell,BTC-25APR25-108000-C,CALL,0.0075,632.42,0.526,0.1,0.1,0.0,0.008,84322.5,"15 Mar 2025, 15:27:42",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-102000-C,CALL,0.014,1180.52,0.523,0.1,0.1,0.0,0.0138,84322.5,"15 Mar 2025, 15:27:41",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-65000-P,PUT,0.0075,631.75,0.596,0.1,0.1,0.0,0.0076,84233.57,"15 Mar 2025, 15:03:11",BTC,2025-04-25,65000.0,P,BTC-25APR25-65000-P,0.0115,0.0125,True
buy,BTC-25APR25-94000-C,CALL,0.0295,2484.23,0.512,0.1,0.1,0.0,0.0293,84211.17,"15 Mar 2025, 15:02:53",BTC,2025-04-25,94000.0,C,BTC-25APR25-94000-C,0.0037,0.004,True
sell,BTC-25APR25-65000-P,PUT,0.0075,631.53,0.595,0.3,0.3,0.0,0.0076,84204.41,"15 Mar 2025, 15:02:45",BTC,2025-04-25,65000.0,P,BTC-25APR25-65000-P,0.0115,0.0125,True
buy,BTC-25APR25-98000-C,CALL,0.02,1683.36,0.515,0.1,0.1,0.0,0.02,84168.08,"15 Mar 2025, 15:02:33",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-98000-C,CALL,0.02,1683.36,0.515,0.1,0.1,0.0,0.02,84168.08,"15 Mar 2025, 15:02:33",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
sell,BTC-25APR25-98000-C,CALL,0.0195,1641.26,0.51,0.5,0.5,0.0002,0.02,84167.25,"15 Mar 2025, 15:02:28",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-112000-C,CALL,0.006,505.01,0.555,0.3,0.3,0.0002,0.0055,84167.85,"15 Mar 2025, 15:02:24",BTC,2025-04-25,112000.0,C,BTC-25APR25-112000-C,0.0005,0.0007,True
buy,BTC-25APR25-112000-C,CALL,0.006,505.01,0.555,0.7,0.7,0.0004,0.0055,84167.85,"15 Mar 2025, 15:02:24",BTC,2025-04-25,112000.0,C,BTC-25APR25-112000-C,0.0005,0.0007,True
buy,BTC-25APR25-98000-C,CALL,0.02,1683.73,0.515,0.1,0.1,0.0,0.02,84186.38,"15 Mar 2025, 15:02:16",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-98000-C,CALL,0.02,1683.85,0.515,0.1,0.1,0.0,0.02,84192.5,"15 Mar 2025, 15:01:56",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-98000-C,CALL,0.02,1683.85,0.515,0.1,0.1,0.0,0.02,84192.45,"15 Mar 2025, 15:01:53",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-98000-C,CALL,0.02,1683.88,0.515,0.1,0.1,0.0,0.02,84193.86,"15 Mar 2025, 15:01:50",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-98000-C,CALL,0.02,1683.93,0.515,0.1,0.1,0.0,0.02,84196.42,"15 Mar 2025, 15:01:48",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-98000-C,CALL,0.02,1683.72,0.515,0.1,0.1,0.0,0.02,84185.83,"15 Mar 2025, 15:01:45",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-98000-C,CALL,0.02,1683.35,0.515,0.1,0.1,0.0,0.0199,84167.31,"15 Mar 2025, 15:01:25",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-96000-C,CALL,0.024,2020.5,0.511,0.1,0.1,0.0,0.0241,84187.55,"15 Mar 2025, 14:41:38",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.024,2020.5,0.511,0.1,0.1,0.0,0.0241,84187.55,"15 Mar 2025, 14:41:38",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.024,2020.48,0.511,0.1,0.1,0.0,0.0241,84186.73,"15 Mar 2025, 14:41:28",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-96000-C,CALL,0.024,2020.36,0.511,0.1,0.1,0.0,0.0241,84181.53,"15 Mar 2025, 14:41:08",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-96000-C,CALL,0.024,2020.36,0.511,0.1,0.1,0.0,0.0241,84181.47,"15 Mar 2025, 14:41:05",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-96000-C,CALL,0.024,2020.36,0.511,0.1,0.1,0.0,0.0241,84181.61,"15 Mar 2025, 14:41:03",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-96000-C,CALL,0.024,2020.39,0.511,0.1,0.1,0.0,0.0241,84183.03,"15 Mar 2025, 14:41:01",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-96000-C,CALL,0.024,2020.54,0.511,0.1,0.1,0.0,0.0241,84189.2,"15 Mar 2025, 14:40:55",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-96000-C,CALL,0.024,2020.54,0.511,0.1,0.1,0.0,0.0241,84189.19,"15 Mar 2025, 14:40:53",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-96000-C,CALL,0.024,2020.55,0.511,0.1,0.1,0.0,0.0241,84189.45,"15 Mar 2025, 14:40:50",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-96000-C,CALL,0.024,2020.44,0.511,0.1,0.1,0.0,0.0241,84184.87,"15 Mar 2025, 14:40:25",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-96000-C,CALL,0.024,2020.26,0.511,0.1,0.1,0.0,0.0241,84177.58,"15 Mar 2025, 14:40:21",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-96000-C,CALL,0.024,2020.29,0.511,0.1,0.1,0.0,0.0241,84178.57,"15 Mar 2025, 14:40:19",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-96000-C,CALL,0.024,2020.0,0.511,0.1,0.1,0.0,0.0241,84166.87,"15 Mar 2025, 14:40:16",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.024,2019.92,0.511,0.1,0.1,0.0,0.0241,84163.28,"15 Mar 2025, 14:40:13",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.024,2019.81,0.511,0.1,0.1,0.0,0.024,84158.64,"15 Mar 2025, 14:39:58",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.024,2019.42,0.512,0.1,0.1,0.0,0.024,84142.46,"15 Mar 2025, 14:39:48",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.024,2019.95,0.511,0.1,0.1,0.0,0.0241,84164.57,"15 Mar 2025, 14:38:36",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.024,2019.95,0.511,0.1,0.1,0.0,0.0241,84164.57,"15 Mar 2025, 14:38:36",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-96000-C,CALL,0.024,2019.82,0.511,0.1,0.1,0.0,0.024,84159.34,"15 Mar 2025, 14:38:26",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-118000-C,CALL,0.0033,277.87,0.56,0.1,0.1,0.0,0.0035,84202.98,"15 Mar 2025, 14:28:40",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
