Buy/Sell,Instrument,CALL/PUT,Price in BTC,Price in $,Volatility,Amount BTC traded,Amount BTC 2,Theo profit,Mark Price,Prix actuel BTC,Date,Asset,Maturity,Strike,Type,Deribit_Instrument,Bid,Ask,is_active
buy,BTC-25APR25-98000-C,CALL,0.0195,1624.22,0.537,0.5,0.5,0.0002,0.0192,83293.44,"16 Mar 2025, 15:50:48",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
sell,BTC-25APR25-114000-C,CALL,0.0044,366.12,0.5670000000000001,0.1,0.1,0.0,0.0046,83209.14,"16 Mar 2025, 15:41:38",BTC,2025-04-25,114000.0,C,BTC-25APR25-114000-C,0.0004,0.0006,True
sell,BTC-25APR25-118000-C,CALL,0.0032,265.99,0.581,0.1,0.1,0.0,0.0033,83122.04,"16 Mar 2025, 15:27:21",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
buy,BTC-25APR25-80000-P,PUT,0.0515,4279.04,0.547,2.0,2.0,0.0014,0.0508,83088.06,"16 Mar 2025, 15:21:23",BTC,2025-04-25,80000.0,P,BTC-25APR25-80000-P,0.0825,0.0855,True
buy,BTC-25APR25-95000-C,CALL,0.026,2165.63,0.536,0.1,0.1,0.0,0.0256,83293.29,"16 Mar 2025, 15:14:03",BTC,2025-04-25,95000.0,C,BTC-25APR25-95000-C,0.0032,0.0035,True
sell,BTC-25APR25-76000-P,PUT,0.033,2748.2,0.5529999999999999,1.0,1.0,0.0001,0.0329,83278.67,"16 Mar 2025, 15:09:47",BTC,2025-04-25,76000.0,P,BTC-25APR25-76000-P,0.0535,0.0545,True
sell,BTC-25APR25-102000-C,CALL,0.0135,1124.66,0.545,0.1,0.1,0.0,0.0134,83308.34,"16 Mar 2025, 15:05:32",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-80000-P,PUT,0.049,4086.26,0.537,1.1,1.1,0.0004,0.0494,83393.04,"16 Mar 2025, 15:04:20",BTC,2025-04-25,80000.0,P,BTC-25APR25-80000-P,0.0825,0.0855,True
buy,BTC-25APR25-80000-P,PUT,0.049,4086.26,0.537,2.9,2.9,0.0011,0.0494,83393.04,"16 Mar 2025, 15:04:20",BTC,2025-04-25,80000.0,P,BTC-25APR25-80000-P,0.0825,0.0855,True
buy,BTC-25APR25-108000-C,CALL,0.0075,624.34,0.5529999999999999,0.1,0.1,0.0,0.0076,83245.96,"16 Mar 2025, 15:02:47",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-106000-C,CALL,0.009,748.85,0.5489999999999999,0.3,0.3,0.0,0.0092,83205.98,"16 Mar 2025, 14:56:34",BTC,2025-04-25,106000.0,C,BTC-25APR25-106000-C,0.0008,0.0009,True
buy,BTC-25APR25-98000-C,CALL,0.0185,1535.42,0.534,0.1,0.1,0.0,0.0187,82995.54,"16 Mar 2025, 14:50:02",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
sell,BTC-25APR25-95000-C,CALL,0.024,1989.83,0.528,0.1,0.1,0.0001,0.0245,82909.72,"16 Mar 2025, 14:48:28",BTC,2025-04-25,95000.0,C,BTC-25APR25-95000-C,0.0032,0.0035,True
buy,BTC-25APR25-95000-C,CALL,0.025,2073.73,0.536,0.1,0.1,0.0,0.0246,82949.2,"16 Mar 2025, 14:44:36",BTC,2025-04-25,95000.0,C,BTC-25APR25-95000-C,0.0032,0.0035,True
buy,BTC-25APR25-95000-C,CALL,0.0245,2028.22,0.536,0.1,0.1,0.0,0.0243,82784.49,"16 Mar 2025, 14:35:27",BTC,2025-04-25,95000.0,C,BTC-25APR25-95000-C,0.0032,0.0035,True
sell,BTC-25APR25-116000-C,CALL,0.0037,306.6,0.578,0.1,0.1,0.0,0.0039,82865.82,"16 Mar 2025, 14:27:18",BTC,2025-04-25,116000.0,C,BTC-25APR25-116000-C,0.0004,0.0006,True
buy,BTC-25APR25-106000-C,CALL,0.0085,702.74,0.552,0.1,0.1,0.0,0.0086,82675.13,"16 Mar 2025, 14:16:18",BTC,2025-04-25,106000.0,C,BTC-25APR25-106000-C,0.0008,0.0009,True
buy,BTC-25APR25-102000-C,CALL,0.013,1077.62,0.547,0.1,0.1,0.0,0.0128,82893.66,"16 Mar 2025, 14:06:18",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
sell,BTC-25APR25-60000-P,PUT,0.005,413.01,0.644,0.1,0.1,0.0001,0.0055,82602.45,"16 Mar 2025, 13:58:23",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
sell,BTC-25APR25-96000-C,CALL,0.0215,1776.95,0.532,0.1,0.1,0.0,0.0219,82648.98,"16 Mar 2025, 13:53:20",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-100000-C,CALL,0.0155,1280.92,0.5479999999999999,0.1,0.1,0.0001,0.0149,82640.0,"16 Mar 2025, 13:53:18",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
sell,BTC-25APR25-74000-P,PUT,0.0275,2283.9,0.564,3.0,3.0,0.0007,0.0273,83051.03,"16 Mar 2025, 13:35:12",BTC,2025-04-25,74000.0,P,BTC-25APR25-74000-P,0.0415,0.043,True
buy,BTC-25APR25-90000-P,PUT,0.119,9876.34,0.528,0.1,0.1,0.0,0.1194,82994.43,"16 Mar 2025, 13:33:09",BTC,2025-04-25,90000.0,P,BTC-25APR25-90000-P,0.187,0.192,True
buy,BTC-25APR25-90000-C,CALL,0.039,3233.62,0.529,3.0,3.0,0.0008,0.0393,82913.4,"16 Mar 2025, 13:32:19",BTC,2025-04-25,90000.0,C,BTC-25APR25-90000-C,0.007,0.0075,True
sell,BTC-25APR25-110000-C,CALL,0.006,497.64,0.557,0.9,0.9,0.0001,0.0062,82940.51,"16 Mar 2025, 13:31:08",BTC,2025-04-25,110000.0,C,BTC-25APR25-110000-C,0.0006,0.0007,True
sell,BTC-25APR25-110000-C,CALL,0.006,497.64,0.557,0.1,0.1,0.0,0.0062,82940.51,"16 Mar 2025, 13:31:08",BTC,2025-04-25,110000.0,C,BTC-25APR25-110000-C,0.0006,0.0007,True
sell,BTC-25APR25-108000-C,CALL,0.007,580.51,0.5489999999999999,0.1,0.1,0.0,0.0075,82930.45,"16 Mar 2025, 13:28:20",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-116000-C,CALL,0.0037,307.22,0.575,0.1,0.1,0.0,0.0039,83032.18,"16 Mar 2025, 13:13:20",BTC,2025-04-25,116000.0,C,BTC-25APR25-116000-C,0.0004,0.0006,True
buy,BTC-25APR25-105000-C,CALL,0.0095,788.36,0.546,2.0,2.0,0.0004,0.0097,82985.71,"16 Mar 2025, 13:12:54",BTC,2025-04-25,105000.0,C,BTC-25APR25-105000-C,0.0009,0.001,True
sell,BTC-25APR25-105000-C,CALL,0.0095,788.22,0.546,2.0,2.0,0.0004,0.0097,82970.71,"16 Mar 2025, 13:11:20",BTC,2025-04-25,105000.0,C,BTC-25APR25-105000-C,0.0009,0.001,True
sell,BTC-25APR25-102000-C,CALL,0.013,1078.89,0.545,0.1,0.1,0.0,0.0129,82991.55,"16 Mar 2025, 13:08:20",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
sell,BTC-25APR25-110000-C,CALL,0.006,496.85,0.56,1.0,1.0,0.0002,0.0062,82807.57,"16 Mar 2025, 13:01:22",BTC,2025-04-25,110000.0,C,BTC-25APR25-110000-C,0.0006,0.0007,True
sell,BTC-25APR25-110000-C,CALL,0.006,496.85,0.56,0.1,0.1,0.0,0.0062,82807.57,"16 Mar 2025, 13:01:22",BTC,2025-04-25,110000.0,C,BTC-25APR25-110000-C,0.0006,0.0007,True
sell,BTC-25APR25-90000-C,CALL,0.038,3145.26,0.526,0.5,0.5,0.0003,0.0387,82769.87,"16 Mar 2025, 12:59:53",BTC,2025-04-25,90000.0,C,BTC-25APR25-90000-C,0.007,0.0075,True
buy,BTC-25APR25-75000-P,PUT,0.032,2644.22,0.557,1.0,1.0,0.0004,0.0316,82631.87,"16 Mar 2025, 12:55:00",BTC,2025-04-25,75000.0,P,BTC-25APR25-75000-P,0.0475,0.0485,True
buy,BTC-25APR25-75000-P,PUT,0.032,2644.22,0.557,1.0,1.0,0.0004,0.0316,82631.87,"16 Mar 2025, 12:55:00",BTC,2025-04-25,75000.0,P,BTC-25APR25-75000-P,0.0475,0.0485,True
buy,BTC-25APR25-75000-P,PUT,0.032,2643.87,0.557,1.0,1.0,0.0003,0.0317,82620.88,"16 Mar 2025, 12:54:34",BTC,2025-04-25,75000.0,P,BTC-25APR25-75000-P,0.0475,0.0485,True
sell,BTC-25APR25-75000-P,PUT,0.031,2564.14,0.55,0.5,0.5,0.0002,0.0315,82714.27,"16 Mar 2025, 12:38:36",BTC,2025-04-25,75000.0,P,BTC-25APR25-75000-P,0.0475,0.0485,True
sell,BTC-25APR25-75000-P,PUT,0.031,2564.27,0.55,0.1,0.1,0.0,0.0315,82718.39,"16 Mar 2025, 12:38:29",BTC,2025-04-25,75000.0,P,BTC-25APR25-75000-P,0.0475,0.0485,True
buy,BTC-25APR25-65000-P,PUT,0.01,827.73,0.618,1.5,1.5,0.0005,0.0097,82773.1,"16 Mar 2025, 12:37:03",BTC,2025-04-25,65000.0,P,BTC-25APR25-65000-P,0.0115,0.0125,True
sell,BTC-25APR25-65000-P,PUT,0.0095,786.54,0.609,0.1,0.1,0.0,0.0096,82793.44,"16 Mar 2025, 12:32:28",BTC,2025-04-25,65000.0,P,BTC-25APR25-65000-P,0.0115,0.0125,True
buy,BTC-25APR25-96000-C,CALL,0.022,1822.26,0.532,0.3,0.3,0.0001,0.0222,82829.84,"16 Mar 2025, 12:28:48",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
sell,BTC-25APR25-70000-P,PUT,0.0175,1449.27,0.578,0.9,0.9,0.0,0.0175,82815.41,"16 Mar 2025, 12:28:21",BTC,2025-04-25,70000.0,P,BTC-25APR25-70000-P,0.024,0.025,True
buy,BTC-25APR25-112000-C,CALL,0.005,413.69,0.565,0.1,0.1,0.0,0.0053,82738.29,"16 Mar 2025, 12:28:11",BTC,2025-04-25,112000.0,C,BTC-25APR25-112000-C,0.0005,0.0007,True
buy,BTC-25APR25-84000-P,PUT,0.076,6287.42,0.531,1.2,1.2,0.0003,0.0763,82729.15,"16 Mar 2025, 12:28:03",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-84000-P,PUT,0.076,6287.85,0.531,1.9,1.9,0.0005,0.0763,82734.92,"16 Mar 2025, 12:28:00",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-84000-P,PUT,0.076,6287.94,0.531,0.5,0.5,0.0001,0.0762,82736.08,"16 Mar 2025, 12:27:56",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-84000-P,PUT,0.076,6287.94,0.531,0.1,0.1,0.0,0.0762,82736.08,"16 Mar 2025, 12:27:56",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-84000-P,PUT,0.076,6287.94,0.531,2.6,2.6,0.0006,0.0762,82736.08,"16 Mar 2025, 12:27:56",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-84000-P,PUT,0.076,6287.99,0.531,0.5,0.5,0.0001,0.0763,82736.73,"16 Mar 2025, 12:27:55",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-84000-P,PUT,0.076,6287.99,0.531,2.6,2.6,0.0007,0.0763,82736.73,"16 Mar 2025, 12:27:55",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-84000-P,PUT,0.076,6286.7,0.53,1.3,1.3,0.0006,0.0764,82719.72,"16 Mar 2025, 12:27:39",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-84000-P,PUT,0.076,6286.13,0.53,0.1,0.1,0.0,0.0764,82712.3,"16 Mar 2025, 12:27:35",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-84000-P,PUT,0.076,6286.13,0.53,3.1,3.1,0.0013,0.0764,82712.3,"16 Mar 2025, 12:27:35",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-84000-P,PUT,0.076,6286.13,0.53,0.1,0.1,0.0,0.0764,82712.3,"16 Mar 2025, 12:27:35",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-84000-P,PUT,0.076,6286.13,0.53,5.3,5.3,0.0023,0.0764,82712.3,"16 Mar 2025, 12:27:35",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.076,6286.13,0.53,0.7,0.7,0.0003,0.0764,82712.3,"16 Mar 2025, 12:27:35",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-106000-C,CALL,0.008,661.7,0.542,0.1,0.1,0.0001,0.0086,82712.63,"16 Mar 2025, 12:27:21",BTC,2025-04-25,106000.0,C,BTC-25APR25-106000-C,0.0008,0.0009,True
sell,BTC-25APR25-82000-P,PUT,0.065,5371.85,0.541,0.1,0.1,0.0001,0.0645,82643.84,"16 Mar 2025, 12:26:23",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
buy,BTC-25APR25-102000-C,CALL,0.0125,1032.95,0.546,0.1,0.1,0.0,0.0123,82636.36,"16 Mar 2025, 12:25:21",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
sell,BTC-25APR25-82000-P,PUT,0.066,5445.2,0.542,0.2,0.2,0.0002,0.0652,82503.04,"16 Mar 2025, 12:20:14",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
sell,BTC-25APR25-82000-P,PUT,0.066,5445.2,0.542,0.2,0.2,0.0002,0.0652,82503.04,"16 Mar 2025, 12:20:14",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
buy,BTC-25APR25-82000-P,PUT,0.066,5445.2,0.542,0.1,0.1,0.0001,0.0652,82503.04,"16 Mar 2025, 12:20:14",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
buy,BTC-25APR25-82000-P,PUT,0.066,5445.36,0.542,1.0,1.0,0.0007,0.0653,82505.45,"16 Mar 2025, 12:20:07",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
sell,BTC-25APR25-105000-C,CALL,0.0095,785.37,0.551,0.1,0.1,0.0,0.0093,82670.24,"16 Mar 2025, 12:15:14",BTC,2025-04-25,105000.0,C,BTC-25APR25-105000-C,0.0009,0.001,True
buy,BTC-25APR25-105000-C,CALL,0.0095,785.37,0.551,0.1,0.1,0.0,0.0093,82670.24,"16 Mar 2025, 12:15:14",BTC,2025-04-25,105000.0,C,BTC-25APR25-105000-C,0.0009,0.001,True
buy,BTC-25APR25-116000-C,CALL,0.0036,297.43,0.578,0.1,0.1,0.0,0.0037,82618.63,"16 Mar 2025, 12:11:21",BTC,2025-04-25,116000.0,C,BTC-25APR25-116000-C,0.0004,0.0006,True
sell,BTC-25APR25-65000-P,PUT,0.0095,785.09,0.606,0.2,0.2,0.0,0.0097,82641.14,"16 Mar 2025, 12:11:08",BTC,2025-04-25,65000.0,P,BTC-25APR25-65000-P,0.0115,0.0125,True
sell,BTC-25APR25-110000-C,CALL,0.006,495.98,0.562,0.1,0.1,0.0,0.0061,82663.5,"16 Mar 2025, 12:09:42",BTC,2025-04-25,110000.0,C,BTC-25APR25-110000-C,0.0006,0.0007,True
buy,BTC-25APR25-75000-P,PUT,0.0325,2680.68,0.557,0.2,0.2,0.0001,0.032,82482.46,"16 Mar 2025, 11:50:38",BTC,2025-04-25,75000.0,P,BTC-25APR25-75000-P,0.0475,0.0485,True
buy,BTC-25APR25-92000-P,PUT,0.1415,11673.6,0.529,0.1,0.1,0.0,0.1414,82498.94,"16 Mar 2025, 11:50:18",BTC,2025-04-25,92000.0,P,BTC-25APR25-92000-P,0.21,0.216,True
sell,BTC-25APR25-98000-C,CALL,0.018,1487.08,0.537,1.1,1.1,0.0003,0.0177,82615.6,"16 Mar 2025, 11:47:52",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-98000-C,CALL,0.018,1487.08,0.537,1.0,1.0,0.0003,0.0177,82615.6,"16 Mar 2025, 11:47:52",BTC,2025-04-25,98000.0,C,BTC-25APR25-98000-C,0.002,0.0022,True
buy,BTC-25APR25-75000-P,PUT,0.0325,2678.5,0.555,0.5,0.5,0.0002,0.0322,82415.46,"16 Mar 2025, 11:45:53",BTC,2025-04-25,75000.0,P,BTC-25APR25-75000-P,0.0475,0.0485,True
buy,BTC-25APR25-80000-P,PUT,0.055,4532.53,0.544,2.0,2.0,0.0013,0.0544,82409.68,"16 Mar 2025, 11:45:38",BTC,2025-04-25,80000.0,P,BTC-25APR25-80000-P,0.0825,0.0855,True
sell,BTC-25APR25-76000-P,PUT,0.036,2967.07,0.55,0.1,0.1,0.0,0.0359,82418.7,"16 Mar 2025, 11:45:29",BTC,2025-04-25,76000.0,P,BTC-25APR25-76000-P,0.0535,0.0545,True
sell,BTC-25APR25-70000-P,PUT,0.0175,1442.78,0.569,0.1,0.1,0.0001,0.0181,82444.77,"16 Mar 2025, 11:42:22",BTC,2025-04-25,70000.0,P,BTC-25APR25-70000-P,0.024,0.025,True
sell,BTC-25APR25-80000-P,PUT,0.0535,4414.3,0.537,0.1,0.1,0.0,0.0539,82510.31,"16 Mar 2025, 11:39:21",BTC,2025-04-25,80000.0,P,BTC-25APR25-80000-P,0.0825,0.0855,True
buy,BTC-25APR25-60000-P,PUT,0.0055,454.36,0.6579999999999999,0.1,0.1,0.0,0.0056,82610.36,"16 Mar 2025, 11:36:34",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
buy,BTC-25APR25-116000-C,CALL,0.0036,298.01,0.575,0.1,0.1,0.0,0.0037,82779.54,"16 Mar 2025, 11:30:49",BTC,2025-04-25,116000.0,C,BTC-25APR25-116000-C,0.0004,0.0006,True
sell,BTC-25APR25-102000-C,CALL,0.0125,1035.4,0.541,0.1,0.1,0.0,0.0123,82832.03,"16 Mar 2025, 11:29:49",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-70000-C,CALL,0.1755,14540.14,0.569,0.1,0.1,0.0001,0.176,82849.81,"16 Mar 2025, 11:29:40",BTC,2025-04-25,70000.0,C,BTC-25APR25-70000-C,0.1035,0.108,True
buy,BTC-25APR25-80000-P,PUT,0.0525,4348.05,0.542,0.1,0.1,0.0,0.052,82820.03,"16 Mar 2025, 11:29:08",BTC,2025-04-25,80000.0,P,BTC-25APR25-80000-P,0.0825,0.0855,True
buy,BTC-25APR25-108000-C,CALL,0.007,579.91,0.55,0.1,0.1,0.0,0.007,82844.84,"16 Mar 2025, 11:27:50",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
buy,BTC-25APR25-70000-P,PUT,0.017,1409.5,0.5760000000000001,0.1,0.1,0.0,0.0171,82911.83,"16 Mar 2025, 11:26:08",BTC,2025-04-25,70000.0,P,BTC-25APR25-70000-P,0.024,0.025,True
buy,BTC-25APR25-95000-C,CALL,0.024,1987.53,0.528,1.0,1.0,0.0001,0.0239,82813.7,"16 Mar 2025, 11:25:00",BTC,2025-04-25,95000.0,C,BTC-25APR25-95000-C,0.0032,0.0035,True
buy,BTC-25APR25-70000-P,PUT,0.017,1408.34,0.573,1.0,1.0,0.0001,0.0171,82843.67,"16 Mar 2025, 11:20:39",BTC,2025-04-25,70000.0,P,BTC-25APR25-70000-P,0.024,0.025,True
buy,BTC-25APR25-100000-C,CALL,0.015,1244.28,0.5329999999999999,0.1,0.1,0.0,0.0149,82951.79,"16 Mar 2025, 11:19:56",BTC,2025-04-25,100000.0,C,BTC-25APR25-100000-C,0.0016,0.0018,True
sell,BTC-25APR25-80000-P,PUT,0.052,4310.04,0.541,1.0,1.0,0.0005,0.0515,82885.4,"16 Mar 2025, 11:19:53",BTC,2025-04-25,80000.0,P,BTC-25APR25-80000-P,0.0825,0.0855,True
sell,BTC-25APR25-80000-P,PUT,0.052,4310.04,0.541,0.1,0.1,0.0,0.0515,82885.4,"16 Mar 2025, 11:19:53",BTC,2025-04-25,80000.0,P,BTC-25APR25-80000-P,0.0825,0.0855,True
buy,BTC-25APR25-82000-P,PUT,0.062,5146.76,0.535,0.1,0.1,0.0001,0.0615,83012.28,"16 Mar 2025, 11:17:10",BTC,2025-04-25,82000.0,P,BTC-25APR25-82000-P,0.1005,0.104,True
sell,BTC-25APR25-84000-P,PUT,0.0715,5966.27,0.5329999999999999,3.0,3.0,0.0025,0.0707,83444.3,"16 Mar 2025, 11:04:04",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.0715,5966.27,0.5329999999999999,0.1,0.1,0.0001,0.0707,83444.3,"16 Mar 2025, 11:04:04",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.0715,5966.27,0.5329999999999999,0.1,0.1,0.0001,0.0707,83444.3,"16 Mar 2025, 11:04:04",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.0715,5966.27,0.5329999999999999,0.1,0.1,0.0001,0.0707,83444.3,"16 Mar 2025, 11:04:04",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.0715,5966.27,0.5329999999999999,0.1,0.1,0.0001,0.0707,83444.3,"16 Mar 2025, 11:04:04",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.0715,5966.27,0.5329999999999999,9.7,9.7,0.008,0.0707,83444.3,"16 Mar 2025, 11:04:04",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.0715,5965.97,0.5329999999999999,1.1,1.1,0.0009,0.0707,83440.19,"16 Mar 2025, 11:04:02",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-74000-P,PUT,0.0255,2127.72,0.555,0.1,0.1,0.0,0.0255,83439.86,"16 Mar 2025, 11:04:01",BTC,2025-04-25,74000.0,P,BTC-25APR25-74000-P,0.0415,0.043,True
sell,BTC-25APR25-84000-P,PUT,0.0715,5966.0,0.5329999999999999,0.1,0.1,0.0001,0.0706,83440.5,"16 Mar 2025, 11:03:59",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.0715,5966.27,0.5329999999999999,0.1,0.1,0.0001,0.0707,83444.38,"16 Mar 2025, 11:03:56",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.0715,5966.27,0.5329999999999999,0.1,0.1,0.0001,0.0707,83444.38,"16 Mar 2025, 11:03:56",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.0715,5966.27,0.5329999999999999,5.5,5.5,0.0045,0.0707,83444.38,"16 Mar 2025, 11:03:56",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-60000-P,PUT,0.005,417.87,0.662,0.7,0.7,0.0001,0.0051,83574.01,"16 Mar 2025, 11:02:19",BTC,2025-04-25,60000.0,P,BTC-25APR25-60000-P,0.0055,0.006,True
sell,BTC-25APR25-150000-P,PUT,0.7885,65913.63,0.7879999999999999,0.1,0.1,0.0002,0.7866,83593.7,"16 Mar 2025, 11:01:12",BTC,2025-04-25,150000.0,P,BTC-25APR25-150000-P,0.9635,0.975,True
sell,BTC-25APR25-160000-P,PUT,0.907,75842.87,0.858,0.1,0.1,0.0001,0.9055,83619.48,"16 Mar 2025, 11:01:11",BTC,2025-04-25,160000.0,P,BTC-25APR25-160000-P,1.094,1.107,True
sell,BTC-25APR25-160000-P,PUT,0.907,75842.87,0.858,0.2,0.2,0.0003,0.9055,83619.48,"16 Mar 2025, 11:01:11",BTC,2025-04-25,160000.0,P,BTC-25APR25-160000-P,1.094,1.107,True
sell,BTC-25APR25-96000-C,CALL,0.0235,1965.6,0.526,0.1,0.1,0.0,0.0233,83642.41,"16 Mar 2025, 11:01:10",BTC,2025-04-25,96000.0,C,BTC-25APR25-96000-C,0.0027,0.003,True
buy,BTC-25APR25-160000-P,PUT,0.906,75801.81,0.865,0.1,0.1,0.0001,0.9049,83666.46,"16 Mar 2025, 11:01:07",BTC,2025-04-25,160000.0,P,BTC-25APR25-160000-P,1.094,1.107,True
buy,BTC-25APR25-160000-P,PUT,0.906,75801.81,0.865,0.2,0.2,0.0002,0.9049,83666.46,"16 Mar 2025, 11:01:07",BTC,2025-04-25,160000.0,P,BTC-25APR25-160000-P,1.094,1.107,True
buy,BTC-25APR25-108000-C,CALL,0.0075,628.27,0.542,0.1,0.1,0.0,0.0078,83768.98,"16 Mar 2025, 10:25:47",BTC,2025-04-25,108000.0,C,BTC-25APR25-108000-C,0.0008,0.0009,True
sell,BTC-25APR25-116000-C,CALL,0.0041,343.26,0.574,1.0,1.0,0.0,0.0041,83721.51,"16 Mar 2025, 10:25:16",BTC,2025-04-25,116000.0,C,BTC-25APR25-116000-C,0.0004,0.0006,True
buy,BTC-25APR25-118000-C,CALL,0.0033,277.19,0.569,0.1,0.1,0.0,0.0035,83997.84,"16 Mar 2025, 10:12:47",BTC,2025-04-25,118000.0,C,BTC-25APR25-118000-C,0.0003,0.0005,True
sell,BTC-25APR25-102000-C,CALL,0.014,1174.86,0.537,0.1,0.1,0.0,0.0136,83918.88,"16 Mar 2025, 10:03:47",BTC,2025-04-25,102000.0,C,BTC-25APR25-102000-C,0.0013,0.0015,True
buy,BTC-25APR25-84000-P,PUT,0.0685,5743.52,0.529,0.5,0.5,0.0001,0.0682,83847.02,"16 Mar 2025, 10:01:30",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
sell,BTC-25APR25-84000-P,PUT,0.0685,5744.13,0.529,0.1,0.1,0.0,0.0682,83855.89,"16 Mar 2025, 09:56:56",BTC,2025-04-25,84000.0,P,BTC-25APR25-84000-P,0.1185,0.124,True
buy,BTC-25APR25-90000-C,CALL,0.042,3522.83,0.522,1.1,1.1,0.0005,0.0424,83876.91,"16 Mar 2025, 09:42:46",BTC,2025-04-25,90000.0,C,BTC-25APR25-90000-C,0.007,0.0075,True
